post_slug,post_title,faq_0_question,faq_0_answer,faq_1_question,faq_1_answer,faq_2_question,faq_2_answer,faq_3_question,faq_3_answer,faq_4_question,faq_4_answer
expert-comptable-lmnp,Expert Comptable LMNP : Audit Gratuit & Optimisation Fiscale | Keobiz,Combien coûtent vos services pour un LMNP ?,"Nous proposons un forfait transparent et fixe, adapté au nombre de biens. De plus, sachez que 2/3 des honoraires comptables sont directement déductibles de votre impôt sur le revenu (réduction d'impôt pour frais de comptabilité) si vous adhérez à un OGA.",Est-ce vraiment rentable pour un seul appartement ?,"Oui, dans la très grande majorité des cas. L'économie d'impôt réalisée via le régime réel (grâce aux amortissements) est bien supérieure au coût résiduel de l'expert-comptable. Notre audit gratuit sert justement à valider cette rentabilité avant tout engagement.","Je suis déjà en LMNP, puis-je changer pour Keobiz ?",Tout à fait. Nous nous occupons de récupérer votre dossier auprès de votre ancien comptable. La transition est fluide et sans interruption de service.,Quels documents dois-je fournir ?,"Pour l'audit et le démarrage, nous aurons besoin de l'acte d'achat, du tableau d'amortissement de prêt, des baux et du montant des charges. Tout se transmet via notre espace sécurisé en ligne.",Proposez-vous une garantie en cas d'erreur ?,"Absolument. En tant qu'experts-comptables inscrits à l'Ordre, nous disposons d'une assurance Responsabilité Civile Professionnelle. Nous garantissons la conformité de vos déclarations fiscales."
expert-comptable-immobilier,Expert Comptable Immobilier LMNP & SCI - Audit Gratuit | Keobiz,Combien coûte votre accompagnement comptable ?,"Nous proposons des forfaits transparents adaptés au nombre de biens (par lot). De plus, pour les LMNP, nos honoraires sont déductibles et vous bénéficiez d'une réduction d'impôt pour frais de comptabilité (2/3 des honoraires remboursés en réduction d'impôt).","Je suis déjà chez un comptable, comment changer ?",C'est très simple. Nous nous occupons de récupérer votre dossier et de contacter votre ancien prestataire. La transition est fluide et sans coupure de service.,Que se passe-t-il en cas de contrôle fiscal ?,Pas de panique. Notre garantie inclut l'assistance complète. Nous répondons aux demandes de l'administration et justifions chaque chiffre déclaré. Vous n'êtes jamais seul.,Suis-je obligé d'avoir un expert-comptable pour du LMNP ?,"Ce n'est pas une obligation légale, mais c'est fortement recommandé pour le régime Réel. Le risque d'erreur est élevé et sans expert-comptable, vous ne pouvez pas adhérer à un CGA (Centre de Gestion Agréé) ni bénéficier de la réduction d'impôt pour frais de comptabilité.",,
expert-comptable-hotellerie,Expert-Comptable Hôtellerie : Audit & Gestion Optimisée | Keobiz,Connaissez-vous vraiment les spécificités de l'hôtellerie ?,"Absolument. Nous accompagnons plus de 300 établissements. Nous maîtrisons les conventions collectives HCR, les taux de TVA mixtes et les problématiques de saisonnalité spécifiques à votre métier.",Comment se passe la transition si j'ai déjà un comptable ?,"C'est très simple. Nous nous occupons de tout : récupération des historiques, contact avec l'ancien cabinet et mise en place des nouveaux outils. Vous n'avez aucune démarche complexe à faire.",Proposez-vous un accompagnement pour la gestion de la paie ?,"Oui, nous avons un pôle social dédié qui gère vos bulletins de paie, les contrats saisonniers, les extras et toutes les déclarations sociales obligatoires.",Combien coûte votre service spécialisé ?,"Nos tarifs sont adaptés à la taille de votre établissement (nombre de chambres, volume d'affaires). Nous proposons des forfaits transparents sans coûts cachés. Demandez un devis gratuit pour une estimation précise.",,
expert-comptable-infirmiere-liberale,Expert Comptable Infirmière Libérale : Bilan Gratuit - Keobiz,Est-ce que vos honoraires sont déductibles de mes frais ?,"Absolument. 100% de nos honoraires comptables sont déductibles de votre résultat professionnel (BNC). De plus, en adhérant à une AGA (association de gestion agréée) via nos conseils, vous évitez la majoration de 25% (selon législation en vigueur) et bénéficiez d'une réduction d'impôt pour frais de comptabilité sous conditions.","Je suis déjà chez un comptable, comment changer ?","C'est très simple : nous nous occupons de tout. Nous rédigeons la lettre de résiliation pour votre ancien expert-comptable et nous récupérons votre dossier (FEC, bilans précédents). La transition est transparente pour vous, sans interruption de service.","Connaissez-vous vraiment les spécificités IDEL (IK, SNIR, etc.) ?","Oui, nous avons une équipe dédiée aux professions de santé. Nous maîtrisons le calcul des frais kilométriques, le relevé SNIR, les cotisations CARPIMKO et URSSAF, ainsi que les règles spécifiques aux remplaçantes et collaboratrices.",Que se passe-t-il en cas de contrôle fiscal ?,"Vous n'êtes jamais seule. Nous préparons les éléments, répondons aux questions de l'inspecteur et vous assistons tout au long de la procédure. Notre garantie couvre les pénalités si l'erreur venait de nos services.",,
expert-comptable-vtc,Expert Comptable VTC : Gestion Fiscale Simplifiée & Optimisée | Keobiz,Quel est le coût de votre accompagnement VTC ?,"Nous proposons des forfaits mensuels fixes et transparents, adaptés à votre statut (Micro-entreprise, SASU, EURL). Aucun frais caché, tout est inclus dans le devis initial.",Comment se passe la récupération de mes factures Uber/Bolt ?,C'est automatique. Nous connectons notre logiciel à vos plateformes VTC. Vous n'avez pas besoin de télécharger et d'envoyer vos relevés chaque semaine.,"Je suis déjà chez un comptable, comment changer ?",Nous nous occupons de tout. Nous rédigeons la lettre de résiliation et contactons votre ancien comptable pour récupérer votre historique (FEC). La transition est transparente pour vous.,Que se passe-t-il en cas de contrôle fiscal ?,"Pas de panique. En tant que client Keobiz, nous gérons les échanges avec l'administration fiscale et défendons votre dossier. Vous n'êtes jamais seul.",Aidez-vous à la création de société VTC ?,"Oui, tout à fait. Nous offrons la création de votre statut (SASU, EURL) si vous souscrivez à notre pack comptabilité. Nous gérons le Kbis en 48h."
expert-comptable-consultant-freelance,Expert Comptable Consultant Freelance : Audit Offert | Keobiz,Pourquoi choisir un freelance plutôt qu'un gros cabinet ?,"Pour la réactivité et la relation directe. Avec moi, vous n'êtes pas un numéro de dossier. Vous avez un interlocuteur unique qui connaît votre business par cœur, sans les coûts de structure d'un grand cabinet.",Quels sont vos tarifs ?,La transparence est totale. Je propose des forfaits mensuels fixes adaptés à votre volume d'activité. Aucun coût caché. Un devis précis est établi après notre premier audit gratuit.,Est-ce compliqué de changer d'expert-comptable ?,"Non, c'est très simple. Je m'occupe de toutes les démarches administratives pour récupérer votre dossier auprès de votre ancien comptable. La transition est transparente pour vous.","Je suis micro-entrepreneur, est-ce utile pour moi ?","Absolument. Dès que vous dépassez certains seuils (TVA) ou que vous avez des frais, l'accompagnement devient rentable pour éviter les erreurs coûteuses et préparer le passage en société.",Mes données sont-elles en sécurité ?,Oui. J'utilise des outils certifiés et sécurisés (chiffrement bancaire) conformes au RGPD. La confidentialité de vos données est garantie par le secret professionnel.
expert-comptable-hotellerie-et-restauration,Expert-Comptable Hôtellerie & Restauration : Diagnostic Gratuit | Keobiz,Gérez-vous la paie des extras et saisonniers ?,"Oui, absolument. Nous connaissons les spécificités de la convention collective HCR. Nous gérons les DPAE, contrats courts, calcul des congés payés et avantages en nature pour sécuriser vos embauches.","Je suis déjà chez un comptable, le transfert est-il compliqué ?","Non, c'est très simple. Nous prenons en charge la totalité des démarches de transfert (lettre de mission, récupération des historiques). Vous n'avez rien à faire, nous assurons la continuité de service sans coupure.",En quoi consiste le diagnostic gratuit ?,"C'est un audit de 30 minutes avec un expert H&R. Nous analysons votre situation actuelle, identifions les risques fiscaux/sociaux éventuels et estimons les économies réalisables. C'est sans engagement.",Vos tarifs sont-ils adaptés aux petites structures ?,"Oui, nos forfaits sont modulables selon la taille de votre établissement (CA, nombre de salariés). Vous payez pour ce dont vous avez besoin, avec une transparence totale des coûts.",,
expert-comptable-kinesitherapeute-liberal,Expert-Comptable Kinésithérapeute Libéral | Keobiz Spécialiste Santé,"Je suis déjà chez un comptable, le changement est-il compliqué ?","Non, c'est très simple. Nous nous occupons de récupérer votre dossier auprès de votre ancien comptable et gérons la transition sans interruption de service. La lettre de mission se signe électroniquement en 5 minutes.",Connaissez-vous les spécificités liées à la CPAM et aux rétrocessions ?,"Absolument. Nous gérons quotidiennement des dossiers de kinésithérapeutes. Nous maîtrisons le traitement des relevés SNIR, les rétrocessions d'honoraires (pour les assistants/collaborateurs) et les particularités des redevances en cabinet de groupe.",Combien coûte votre accompagnement ?,"Nos forfaits sont transparents et adaptés à votre volume d'activité (CA). Contrairement à un cabinet traditionnel, tout est inclus (bilan, conseils, déclarations) sans honoraires surprises. Demandez un devis pour un tarif précis.",Comment se passe la transmission de mes documents ?,"Tout se fait via notre application mobile sécurisée ou par email. Prenez vos factures en photo, nous les traitons. Plus besoin de se déplacer pour déposer des classeurs.",Suis-je engagé sur la durée ?,"Nous croyons en la qualité de notre service pour vous fidéliser. Nos contrats sont généralement annuels pour couvrir l'exercice fiscal, mais nous proposons une garantie 'satisfait ou remboursé' sur le premier mois pour vous rassurer."
expert-comptable-profession-libérale,Expert Comptable Profession Libérale - Keobiz : Fiscalité Optimisée,Est-ce compliqué de changer d'expert-comptable pour Keobiz ?,"Non, c'est très simple. Nous nous occupons de tout : nous contactons votre ancien expert-comptable pour récupérer votre dossier et l'historique. La transition est transparente et sans coupure de service pour vous.",Vos tarifs sont-ils vraiment tout inclus ?,"Oui. Notre lettre de mission détaille précisément le périmètre (tenue, déclarations fiscales, bilan, conseil illimité). Le prélèvement est mensuel et fixe. Les seules options payantes sont des missions exceptionnelles (ex: création de statuts juridiques complexes) validées sur devis.","Connaissez-vous les spécificités de ma profession (santé, droit, etc.) ?","Absolument. Nous avons des équipes dédiées aux BNC et aux professions réglementées. Nous maîtrisons les spécificités des médecins (conventionnés ou non), avocats (CARPA), architectes et consultants.",Suis-je engagé sur la durée ?,"Chez Keobiz, nous croyons à la qualité de notre service pour vous retenir. Nos contrats sont sans engagement de durée, avec un préavis standard d'un mois.",,
expert-comptable-dentiste-liberal,Expert Comptable Dentiste Libéral : Optimisation & Audit Gratuit - Keobiz,Comment se passe la transition si j'ai déjà un expert-comptable ?,"C'est très simple. Nous nous occupons de récupérer l'ensemble de votre dossier auprès de votre ancien prestataire (lettre de mission, balance, grand livre). La continuité de service est assurée sans interruption pour votre cabinet.",En quoi consiste l'audit fiscal gratuit ?,"Il s'agit d'un rendez-vous de 20 minutes où nous analysons votre situation actuelle (statut, chiffre d'affaires, charges) pour identifier immédiatement les leviers d'optimisation fiscale et sociale possibles.",Connaissez-vous vraiment les spécificités du métier de dentiste ?,"Oui. Nous gérons plus de 500 cabinets dentaires. Nous maîtrisons parfaitement les sujets liés à la CARCDSF, les amortissements de matériel médical coûteux, la TVA sur les prothèses et les regroupements en SELARL.",Vos tarifs sont-ils transparents ?,"Absolument. Nous fonctionnons au forfait mensuel, sans coût caché pour le bilan. Tout est défini dans la lettre de mission avant de commencer. Vous savez exactement ce que vous payez.",Suis-je engagé sur la durée ?,"Non, nos offres sont généralement sans engagement de durée pluriannuelle contraignante. Nous misons sur la qualité de notre service pour vous fidéliser, pas sur des clauses contractuelles abusives."
expert-comptable-photographe-freelance,Expert-Comptable pour Photographe Freelance : Devis Gratuit | Keobiz,Connaissez-vous les spécificités des photographes (Agessa/MDA) ?,"Oui, absolument. Nous maîtrisons les spécificités liées aux droits d'auteur, au précompte et aux statuts hybrides (artisan/auteur) fréquents chez les photographes.",Est-ce compatible avec mon logiciel de facturation ?,"Oui, Keobiz se connecte à la plupart des banques et outils de facturation. Vous n'avez qu'à prendre vos justificatifs en photo via notre app, nous nous occupons du reste.",Combien ça coûte ?,"Nos tarifs sont adaptés à votre volume d'activité et commencent bas pour les freelances. Le devis est 100% transparent, sans frais cachés pour le bilan.",Puis-je changer d'expert-comptable en cours d'année ?,"Oui, c'est très simple. Nous prenons en charge la reprise de votre dossier et les communications avec votre ancien cabinet. La transition est fluide et sans coupure.",,
expert-comptable-osteopathe-liberal,Expert Comptable Ostéopathe Libéral - Keobiz : Devis & Audit Gratuit,"Je suis déjà chez un comptable, est-ce compliqué de changer ?","Non, c'est très simple. Nous rédigeons la lettre de résiliation pour vous et nous contactons votre ancien expert-comptable pour récupérer votre dossier. Nous assurons la continuité sans coupure de service.",Combien coûte un expert-comptable pour ostéopathe ?,"Nos forfaits sont transparents et adaptés à votre volume d'activité. Contrairement aux cabinets classiques qui facturent au temps passé, vous connaissez votre forfait à l'avance. Demandez un devis pour un tarif précis.","Connaissez-vous les spécificités de l'ostéopathie (AGA, CARPIMKO) ?","Oui, absolument. Nous gérons des centaines d'ostéopathes. Nous maîtrisons parfaitement les déductions spécifiques (blanchissage, formation continue), les relations avec les AGA et le fonctionnement de la CARPIMKO.",Que se passe-t-il en cas de contrôle fiscal ?,Pas de panique. Notre offre inclut l'assistance en cas de contrôle. Nous répondons aux questions de l'administration et défendons la comptabilité que nous avons produite.,Suis-je engagé sur la durée ?,"Nous croyons en la qualité de notre service. Nos lettres de mission prévoient des conditions de résiliation claires. Notre objectif est votre satisfaction, pas de vous piéger."
expert-comptable-service-à-la-personne,Expert-Comptable Service à la Personne : Conformité & Optimisation - Keobiz,Combien coûte un expert-comptable pour mon activité ?,"Nos tarifs sont adaptés à la taille de votre structure (micro-entreprise ou société). Grâce à nos outils digitaux, nous proposons des forfaits compétitifs tout inclus. L'audit initial est gratuit pour vous donner une estimation précise.",Gérez-vous l'Avance immédiate de crédit d'impôt ?,"Absolument. Nous vous accompagnons dans la mise en place et la gestion de l'Avance immédiate, un atout commercial majeur pour vos clients particuliers.",Est-ce compliqué de changer d'expert-comptable pour venir chez vous ?,"Non, c'est très simple. Nous prenons en charge toutes les démarches de transfert de dossier auprès de votre ancien cabinet. Vous n'avez rien à faire, nous assurons la continuité de service.",Suis-je engagé sur la durée ?,Nous croyons en la qualité de notre service pour vous fidéliser. Nos contrats sont clairs et sans engagement de durée abusive. L'audit initial est quant à lui 100% gratuit et sans engagement.,,
expert-comptable-garage-automobile,Expert Comptable Garage Automobile : Audit Gratuit & Économies | Keobiz,Combien coûte votre service pour un garage ?,"Nous proposons des forfaits transparents et fixes, adaptés à la taille de votre atelier (CA et nombre de salariés). Pas de surprise en fin d'année. L'audit initial est 100% gratuit.",Connaissez-vous vraiment les spécificités de la mécanique ?,"Oui, nous avons une division dédiée aux métiers de l'automobile. Nous maîtrisons parfaitement la TVA sur marge, la gestion des pièces détachées et les amortissements spécifiques aux équipements d'atelier.",C'est compliqué de changer d'expert-comptable ?,"Non, c'est très simple. Nous prenons en charge toutes les démarches administratives pour récupérer votre dossier auprès de votre ancien comptable. Vous n'avez rien à faire.","Je suis en retard dans ma comptabilité, pouvez-vous m'aider ?",Absolument. Nous réalisons un audit de rattrapage pour mettre vos comptes à jour rapidement et éviter les pénalités de retard. Contactez-nous vite pour stopper l'hémorragie.,,
expert-comptable-estheticienne,Expert-Comptable Esthéticienne : Spécialiste Instituts & Salons,Combien coûte un expert-comptable pour un institut de beauté ?,"Chez Keobiz, nous proposons des forfaits transparents et adaptés à votre volume d'activité, sans frais cachés. Demandez un devis gratuit pour obtenir une proposition personnalisée en moins de 24h.","Je suis déjà chez un comptable, est-ce compliqué de changer ?",Absolument pas. Nous prenons en charge toutes les démarches administratives de transfert et récupérons votre dossier auprès de votre ancien comptable. Vous n'avez rien à faire.,Gérez-vous aussi les paies de mes employées ?,"Oui, notre pôle social s'occupe de l'édition des bulletins de paie, des contrats de travail et des déclarations sociales pour vos esthéticiennes salariées ou apprenties.",Suis-je engagée sur la durée ?,"Nos contrats sont clairs. Nous misons sur la qualité de notre service pour vous fidéliser, pas sur des clauses abusives.",,
